Author,Company,Download,Title,Before Parsing
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/18/16-18-0003-01-Gdoc-working-group-minutes-for-session-114.doc,Working Group Minutes For Session #114,Harry Bims (WG Secretary)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/18/16-18-0003-00-Gdoc-working-group-minutes-for-session-114.doc,Working Group Minutes For Session #114,Harry Bims (WG Secretary)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/18/16-18-0002-00-Gcon-final-treasurer-report-march-2018.pptx,Final Treasurer Report - March 2018,Tim Godfrey (EPRI)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/18/16-18-0001-00-Gdoc-ieee-802-16-status-report-session-114.pdf,"IEEE 802.16 Status Report, Session #114",Roger Marks (EthAirNet Associates)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0045-00-Gcon-treasurer-report-november-2017.pptx,Treasurer Report - November 2017,Tim Godfrey (EPRI)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0044-00-Gdoc-working-group-minutes-for-session-112.doc,Working Group Minutes for Session #112,Harry Bims (WG Secretary)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0043-00-Gdoc-ieee-802-16-status-report-session-112.pdf,"IEEE 802.16 Status Report, Session #112",Roger Marks (EthAirNet Associates)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0041-04-00R4-p802-16rev4-d3-sponsor-ballot-comments.xlsx,P802.16Rev4/D3 Sponsor Ballot comments,Ron Murias (Maint TG Editor)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0041-03-00R4-p802-16rev4-d3-sponsor-ballot-comments.xlsx,P802.16Rev4/D3 Sponsor Ballot comments,Ron Murias (Maint TG Editor)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0041-02-00R4-p802-16rev4-d3-sponsor-ballot-comments.xlsx,P802.16Rev4/D3 Sponsor Ballot comments,Ron Murias (Maint TG Editor)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0042-00-Gdoc-working-group-minutes-for-session-111.doc,Working Group Minutes for Session #111,Harry Bims (WG Secretary)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0041-01-00R4-p802-16rev4-d3-sponsor-ballot-comments.xlsx,P802.16Rev4/D3 Sponsor Ballot comments,Ron Murias (Maint TG Editor)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0041-00-00R4-p802-16rev4-d3-sponsor-ballot-comments.xlsx,P802.16Rev4/D3 Sponsor Ballot comments,Roger Marks (EthAirNet Associates)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0006-03-000s-802-16s-approved-system-description-document-sdd.docx,802-16s-approved-system-description-document-sdd,GRIDMAN Task Group
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0040-02-000s-spreadsheet-for-estimating-channel-performance.xlsx,Spreadsheet for estimating channel performance,Doug Gray (EPRI)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0035-05-00R4-comments-wg-letter-ballot-recirc-41a.xlsx,Comments: WG Letter Ballot Recirc #41a,Ron Murias (Maint TG Editor)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0035-03-00R4-comments-wg-letter-ballot-recirc-41a.xlsx,Comments: WG Letter Ballot Recirc #41a,Ron Murias (Maint TG Editor)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0040-01-000s-spreadsheet-for-estimating-channel-performance.xlsx,Spreadsheet for estimating channel performance,Doug Gray (EPRI)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0034-01-Gdoc-p802-16rev4-to-sponsor-ballot-conditional-approval-request.pptx,P802.16Rev4 to Sponsor Ballot: Conditional Approval Request,Roger Marks (EthAirNet Associates)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0035-02-00R4-comments-wg-letter-ballot-recirc-41a.xlsx,Comments: WG Letter Ballot Recirc #41a,Ron Murias (Maint TG Editor)
Harry Bims,"""WG Vice Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0030-02-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-109.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #109,Harry Bims (WG Vice Chair)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0012-01-Gdoc-ieee-802-16-administrative-report.pdf,IEEE 802.16 Administrative Report,Roger Marks (EthAirNet Associates)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0037-01-000s-gridman-meeting-presentation-july-2017.pptx,GRIDMAN Meeting Presentation - July 2017,Tim Godfrey (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0006-02-000s-802-16s-approved-system-description-document-sdd.docx,802-16s-approved-system-description-document-sdd,GRIDMAN Task Group
EPRI,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0040-00-000s-spreadsheet-for-estimating-channel-performance.xlsx,Spreadsheet for estimating channel performance,EPRI
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0039-00-Gdoc-working-group-minutes-for-session-110.doc,Working Group Minutes for Session #110,Harry Bims (WG Secretary)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0038-00-Gcon-treasurer-report-july-2017.pptx,Treasurer Report - July 2017,Tim Godfrey (EPRI)
Maint TG Chair,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0036-01-00R4-ieee-802-16-maintenance-task-group-opening-report-for-session-110.pptx,IEEE 802.16 Maintenance Task Group Opening Report for Session #110,Maint TG Chair
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0016-01-Gdoc-working-group-minutes-for-session-108.doc,Working Group Minutes for Session #108,Harry Bims (WG Secretary)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0037-00-000s-gridman-meeting-presentation-july-2017.pptx,GRIDMAN Meeting Presentation - July 2017,Tim Godfrey (EPRI)
Maint TG Chair,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0036-00-00R4-ieee-802-16-maintenance-task-group-opening-report-for-session-110.pptx,IEEE 802.16 Maintenance Task Group Opening Report for Session #110,Maint TG Chair
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0035-01-00R4-comments-wg-letter-ballot-recirc-41a.xlsx,Comments: WG Letter Ballot Recirc #41a,Ron Murias (Maint TG Editor)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0035-00-00R4-comments-wg-letter-ballot-recirc-41a.xlsx,Comments: WG Letter Ballot Recirc #41a,Roger Marks (EthAirNet Associates)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0017-03-000s-representative-channel-performance-for-802-16s.docx,Representative Channel Performance for 802.16s,Doug Gray (EPRI)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0034-00-Gdoc-p802-16rev4-to-sponsor-ballot-conditional-approval-request.pptx,P802.16Rev4 to Sponsor Ballot: Conditional Approval Request,Roger Marks (EthAirNet Associates)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0033-00-Gdoc-ieee-802-16-status-report-session-110.pdf,"IEEE 802.16 Status Report, Session #110",Roger Marks (EthAirNet Associates)
Harry Bims,"""WG Vice-Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0025-02-00R4-wg-letter-ballot-41-editor-dispositions-and-consolidated-comments.xlsx,WG Letter Ballot 41 editor dispositions and consolidated comments,Harry Bims (WG Vice-Chair)
Ron Murias,"""Maint TG Editor""",https://mentor.ieee.org/802.16/dcn/17/16-17-0032-01-000s-maintenance-tg-lb-41-comment-resolutions.xlsx,Maintenance TG LB #41 comment resolutions,Ron Murias (Maint TG Editor)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0026-03-000s-p802-16s-d2-sponsor-ballot-comments-with-editor-dispositions.xlsx,P802.16s/D2 Sponsor Ballot comments-with-Editor-Dispositions,Doug Gray (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0026-02-000s-p802-16s-d2-sponsor-ballot-comments-with-editor-dispositions.xlsx,P802.16s/D2 Sponsor Ballot comments-with-Editor-Dispositions,Doug Gray (EPRI)
Harry Bims,"""WG Vice Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0030-01-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-109.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #109,Harry Bims (WG Vice Chair)
Harry Bims,"""Maint TG Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0032-00-000s-maintenance-tg-lb-41-comment-resolutions.xlsx,Maintenance TG LB #41 comment resolutions,Harry Bims (Maint TG Chair)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0031-01-000s-gridman-meeting-presentation-may-2017.pptx,GRIDMAN Meeting Presentation - May 2017,Tim Godfrey (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0026-01-000s-p802-16s-d2-sponsor-ballot-comments-with-editor-dispositions.xlsx,P802.16s/D2 Sponsor Ballot comments-with-Editor-Dispositions,Doug Gray (EPRI)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0031-00-000s-gridman-meeting-presentation-may-2017.pptx,GRIDMAN Meeting Presentation - May 2017,Tim Godfrey (EPRI)
Harry Bims,"""WG Vice Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0030-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-109.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #109,Harry Bims (WG Vice Chair)
Harry Bims,"""Maint TG Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0029-01-00R4-ieee-802-16-maintenance-task-group-opening-report-for-session-109.pptx,IEEE 802.16 Maintenance Task Group Opening Report for Session #109,Harry Bims (Maint TG Chair)
Harry Bims,"""WG Vice-Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0025-01-00R4-wg-letter-ballot-41-editor-dispositions-and-consolidated-comments.xlsx,WG Letter Ballot 41 editor dispositions and consolidated comments,Harry Bims (WG Vice-Chair)
Harry Bims,"""Maint TG Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0029-00-00R4-ieee-802-16-maintenance-task-group-opening-report-for-session-109.pptx,IEEE 802.16 Maintenance Task Group Opening Report for Session #109,Harry Bims (Maint TG Chair)
Harry Bims,"""Acting Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0028-00-Gdoc-eee-802-16-administrative-report-for-session-109.pdf,EEE 802.16 Administrative Report for Session #109,Harry Bims (Acting Chair)
Harry Bims,"""WG Acting Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0027-00-Gdoc-ieee-802-16-status-report-session-108.pdf,"IEEE 802.16 Status Report, Session #108",Harry Bims (WG Acting Chair)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0026-00-000s-p802-16s-d2-sponsor-ballot-comments-with-editor-dispositions.xlsx,P802.16s/D2 Sponsor Ballot comments-with-Editor-Dispositions,Doug Gray (EPRI)
Harry Bims,"""WG Vice-Chair""",https://mentor.ieee.org/802.16/dcn/17/16-17-0025-00-00R4-wg-letter-ballot-41-editor-dispositions-and-consolidated-comments.xlsx,WG Letter Ballot 41 editor dispositions and consolidated comments,Harry Bims (WG Vice-Chair)
Ron Murias,"""Murias Consulting, Inc.""",https://mentor.ieee.org/802.16/dcn/17/16-17-0024-00-00R4-wg-letter-ballot-41-editor-dispositions.xlsx,WG Letter Ballot 41 Editor Dispositions,"Ron Murias (Murias Consulting, Inc.)"
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0023-00-000s-p802-16s-d2-sponsor-ballot-comments.xlsx,P802.16s/D2 Sponsor Ballot comments,Roger Marks (EthAirNet Associates)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0022-02-000s-proposed-p802-16s-amendment-extension-request-to-revcom.pptx,Proposed P802.16s Amendment Extension Request to RevCom,Roger Marks (EthAirNet Associates)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0022-01-000s-proposed-p802-16s-amendment-extension-request-to-revcom.pptx,Proposed P802.16s Amendment Extension Request to RevCom,Roger Marks (EthAirNet Associates)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0022-00-000s-proposed-p802-16s-amendment-extension-request-to-revcom.pptx,Proposed P802.16s Amendment Extension Request to RevCom,Roger Marks (EthAirNet Associates)
Harry Bims,"""Bims Laboratories, Inc.""",https://mentor.ieee.org/802.16/dcn/17/16-17-0021-00-00R4-late-comments-for-rev4-d1-of-ieee-802-16.xls,Late comments for Rev4 D1 of IEEE 802.16,"Harry Bims (Bims Laboratories, Inc.)"
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0017-02-000s-representative-channel-performance-for-802-16s.docx,Representative Channel Performance for 802.16s,Doug Gray (EPRI)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0020-00-00R4-comments-wg-letter-ballot-41.xlsx,Comments: WG Letter Ballot #41,Roger Marks (EthAirNet Associates)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0018-01-Gdoc-p802-16s-to-sponsor-ballot-conditional-approval-request.pdf,P802.16s to Sponsor Ballot: Conditional Approval Request,GRIDMAN Task Group
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0019-00-Gcon-treasurer-report-march-2017.pptx,Treasurer Report - March 2017,Tim Godfrey (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0018-00-Gdoc-p802-16s-to-sponsor-ballot-conditional-approval-request.pdf,P802.16s to Sponsor Ballot: Conditional Approval Request,GRIDMAN Task Group
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0015-01-000s-march-2017-meeting-presentation.pptx,March 2017 Meeting Presentation,Tim Godfrey (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0006-01-000s-802-16s-approved-system-description-document-sdd.docx,802-16s-approved-system-description-document-sdd,GRIDMAN Task Group
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0017-01-000s-representative-channel-performance-for-802-16s.docx,Representative Channel Performance for 802.16s,Doug Gray (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0017-00-000s-representative-channel-performance-for-802-16s.docx,Representative Channel Performance for 802.16s,Doug Gray (EPRI)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0010-02-Gdoc-combined-comments-for-wg-letter-ballot-40.xlsx,Combined Comments for WG Letter Ballot 40,Tim Godfrey (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0007-02-000s-performance-projections-for-sub-1-25-mhz-channels.docx,Performance Projections for Sub-1.25 MHz Channels,Doug Gray (EPRI)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0004-02-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-107.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #107,Harry Bims (WG Secretary)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0016-00-Gdoc-working-group-minutes-for-session-108.doc,Working Group Minutes for Session #108,Harry Bims (WG Secretary)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0015-00-000s-march-2017-meeting-presentation.pptx,March 2017 Meeting Presentation,Tim Godfrey (EPRI)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0004-01-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-107.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #107,Harry Bims (WG Secretary)
Harry Bims,"""Bims Laboratories, Inc""",https://mentor.ieee.org/802.16/dcn/17/16-17-0014-00-00R4-comments-on-pre-release-version-1.xls,Comments on Pre-release Version 1,"Harry Bims (Bims Laboratories, Inc)"
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0012-00-Gdoc-ieee-802-16-administrative-report.pdf,IEEE 802.16 Administrative Report,Roger Marks (EthAirNet Associates)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/17/16-17-0011-00-Gdoc-ieee-802-16-status-report-session-108.pdf,"IEEE 802.16 Status Report, Session #108",Roger Marks (EthAirNet Associates)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0010-01-Gdoc-combined-comments-for-wg-letter-ballot-40.xlsx,Combined Comments for WG Letter Ballot 40,Tim Godfrey (EPRI)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0010-00-Gdoc-combined-comments-for-wg-letter-ballot-40.xlsx,Combined Comments for WG Letter Ballot 40,Tim Godfrey (EPRI)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0009-00-000s-gridman-teleconference-minutes-2017-02-23.doc,GRIDMAN Teleconference Minutes 2017-02-23,Tim Godfrey (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0007-01-000s-performance-projections-for-sub-1-25-mhz-channels.docx,Performance Projections for Sub-1.25 MHz Channels,Doug Gray (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0008-00-000s-ieee-p80216s-poll-comments.docx,IEEE P80216s Poll Comments,Doug Gray (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0007-00-000s-performance-projections-for-sub-1-25-mhz-channels.docx,Performance Projections for Sub-1.25 MHz Channels,Doug Gray (EPRI)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0005-01-000s-january-2017-meeting-presentation.pptx,January 2017 Meeting Presentation,Tim Godfrey (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0001-03-000s-draft-proposed-amendments-to-802-16-to-support-1-25-mhz-channels.docx,Draft: Proposed Amendments to 802.16 to Support <1.25 MHz Channels,Doug Gray (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/17/16-17-0006-00-000s-802-16s-approved-system-description-document-sdd.docx,802-16s-approved-system-description-document-sdd,GRIDMAN Task Group
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0001-02-000s-draft-proposed-amendments-to-802-16-to-support-1-25-mhz-channels.docx,Draft: Proposed Amendments to 802.16 to Support <1.25 MHz Channels,Doug Gray (EPRI)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0005-00-000s-january-2017-meeting-presentation.pptx,January 2017 Meeting Presentation,Tim Godfrey (EPRI)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/17/16-17-0004-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-107.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #107,Harry Bims (WG Secretary)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0001-01-000s-draft-proposed-amendments-to-802-16-to-support-1-25-mhz-channels.docx,Draft: Proposed Amendments to 802.16 to Support <1.25 MHz Channels,Doug Gray (EPRI)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/17/16-17-0002-01-000s-proposed-amendment-changes-section-6.docx,Proposed Amendment Changes - Section 6,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/17/16-17-0003-00-000s-proposed-amendment-changes-section-8.docx,Proposed Amendment Changes - Section 8,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/17/16-17-0002-00-000s-proposed-amendment-changes-section-6.docx,Proposed Amendment Changes - Section 6,Menashe Shahar (Full Spectrum)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/17/16-17-0001-00-000s-draft-proposed-amendments-to-802-16-to-support-1-25-mhz-channels.docx,Draft: Proposed Amendments to 802.16 to Support <1.25 MHz Channels,Doug Gray (EPRI)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/16/16-16-0066-01-Gdoc-p802-16rev4-revision-par-to-nescom.pdf,P802.16Rev4 Revision PAR to NesCom,Roger Marks (EthAirNet Associates)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/16/16-16-0066-00-Gdoc-p802-16rev4-revision-par-to-nescom.pdf,P802.16Rev4 Revision PAR to NesCom,Roger Marks (EthAirNet Associates)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/16/16-16-0065-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-106.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #106,Harry Bims (WG Secretary)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0064-00-Gcon-treasurer-report-nov-2016.pptx,Treasurer Report - Nov 2016,Tim Godfrey (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0063-00-000s-gridman-closing-report-nov-2016.pptx,GRIDMAN Closing Report - Nov 2016,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0058-01-000s-november-2016-meeting-presentation.pptx,November 2016 Meeting Presentation,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-07-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0034-04-000s-p802-16s-system-requirements-document-srd.docx,P802.16s System Requirements Document (SRD),GRIDMAN Task Group
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0062-01-000s-channel-configuration-vs-bandwidth.xlsx,Channel Configuration Vs. Bandwidth,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0062-00-000s-channel-configuration-vs-bandwidth.xlsx,Channel Configuration Vs. Bandwidth,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0060-01-000s-caculator-for-proposed-mac-layer-overhead-reduction-schemes.xlsx,Caculator for Proposed MAC Layer Overhead Reduction Schemes,Menashe Shahar (Full Spectrum)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-06-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-05-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
Roger Marks,"""IEEE 802.16""",https://mentor.ieee.org/802.16/dcn/16/16-16-0019-03-Gdoc-draft-par-802-16rev4-for-revision-to-ieee-std-802-16.docx,Draft PAR 802.16Rev4 for Revision to IEEE Std 802.16,Roger Marks (IEEE 802.16)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/16/16-16-0055-02-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-105.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #105,Harry Bims (WG Secretary)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/16/16-16-0061-01-Gdoc-ieee-802-16-status-report-session-106.pdf,"IEEE 802.16 Status Report, Session #106",Roger Marks (EthAirNet Associates)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/16/16-16-0061-00-Gdoc-ieee-802-16-status-report-session-106.pdf,"IEEE 802.16 Status Report, Session #106",Roger Marks (EthAirNet Associates)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0047-02-000s-benefits-of-specific-phy-layer-parameters-to-support-1mhz-channels.docx,Benefits of Specific PHY Layer Parameters to Support 1MHz Channels,Doug Gray (EPRI)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0060-00-000s-caculator-for-proposed-mac-layer-overhead-reduction-schemes.xlsx,Caculator for Proposed MAC Layer Overhead Reduction Schemes,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0059-00-000s-proposed-mac-layer-overhead-reduction-schemes.docx,Proposed MAC Layer Overhead Reduction Schemes,Menashe Shahar (Full Spectrum)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0058-00-000s-november-2016-meeting-presentation.pptx,November 2016 Meeting Presentation,GRIDMAN Task Group
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/16/16-16-0055-01-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-105.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #105,Harry Bims (WG Secretary)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0057-00-000s-gridman-closing-report-sept-2016.pptx,GRIDMAN Closing Report - Sept 2016,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0035-03-000s-call-for-contributions-project-802-16s.docx,Call for Contributions: Project 802.16s,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0050-02-000s-september-2016-meeting-presentation.pptx,September 2016 Meeting Presentation,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-04-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0049-01-000s-mac-overhead-calculator.xlsx,MAC Overhead Calculator,Menashe Shahar (Full Spectrum)
Roger Marks,"""IEEE 802.16""",https://mentor.ieee.org/802.16/dcn/16/16-16-0019-02-Gdoc-draft-par-802-16rev4-for-revision-to-ieee-std-802-16.docx,Draft PAR 802.16Rev4 for Revision to IEEE Std 802.16,Roger Marks (IEEE 802.16)
