Author,Company,Download,Title,Before Parsing
Won-Ik Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0414-01-010a-clarification-on-mac-control-messages-for-multimode-operation-in-ieee-802-16-1a.docx,Clarification on MAC control messages for multimode operation in IEEE 802.16.1a,Won-Ik Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0420-00-010a-clarification-on-power-control-for-hr-ms-to-hr-ms-direct-communication-over-ieee-802-16-1a.pdf,Clarification on power control for HR-MS to HR-MS direct communication over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0419-00-010a-clarification-on-hr-ms-neighbor-discovery-under-direct-communication-over-ieee-802-16-1a.pdf,Clarification on HR-MS neighbor discovery under direct communication over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0418-00-010a-clarification-on-multicast-operation-over-ieee-802-16-1a.pdf,Clarification on multicast operation over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0417-00-010a-missed-mac-control-messages-over-ieee-802-16-1a.pdf,Missed MAC control messages over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0416-00-010a-clarification-on-table-of-mac-signaling-header-types-over-ieee-802-16-1a.pdf,Clarification on Table of MAC signaling header types over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0415-00-000n-clarification-on-service-flow-management-encodings-over-ieee-802-16n.pdf,Clarification on service flow management encodings over IEEE 802.16n,Eunkyung Kim (ETRI)
Won-Ik Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0414-00-010a-clarification-on-mac-control-messages-for-multimode-operation-in-ieee-802-16-1a.docx,Clarification on MAC control messages for multimode operation in IEEE 802.16.1a,Won-Ik Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0413-00-000n-clarification-on-hr-ms-neighbor-discovery-under-direct-communication-over-ieee-802-16n.pdf,Clarification on HR-MS neighbor discovery under direct communication over IEEE 802.16n,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0412-00-000n-clarification-on-multicast-operation-over-ieee-802-16n.pdf,Clarification on multicast operation over IEEE 802.16n,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0411-00-000n-clarification-on-mac-management-messages-over-ieee-802-16n.pdf,Clarification on MAC management messages over IEEE 802.16n,Eunkyung Kim (ETRI)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0410-00-WGLS-liaison-on-working-document-towards-a-preliminary-draft-new-report-itu-r-lms-crs2-as-5a-41.docx,"Liaison on ""Working document towards a preliminary draft new Report ITU-R (LMS.CRS2)"" [as 5A/41]",Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0409-00-WGLS-update-of-wirelessman-advanced-radio-interface-of-rec-m-2012-meeting-y-as-itu-r-5d-64.docx,Update of WirelessMAN-Advanced Radio Interface of Rec. M.2012 (Meeting Y) [as ITU-R 5D/64],Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0408-00-WGLS-imt-2000-ofdma-tdd-wman-submission-toward-rev-11-of-rec-itu-r-m-1457-meeting-x-2-as-itu-r-5d-65.docx,IMT-2000 OFDMA TDD WMAN submission toward Rev. 11 of Rec ITU-R M.1457 (Meeting X+2) [as ITU-R 5D/65],Roger Marks (IEEE 802.16 WG)
Dan Gal,"""Alcatel-Lucent""",https://mentor.ieee.org/802.16/dcn/12/16-12-0407-00-Gcon-report-from-itu-r-wp5a-on-acceptance-of-ieee-contribution-41e-crs2.doc,Report from ITU-R WP5A on acceptance of IEEE contribution 41E (CRS2),Dan Gal (Alcatel-Lucent)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0406-00-Gcon-draft-statement-to-wato-members-mtg-y-1-cont-of-wirelessman-advanced-toward-rec-itu-r-m-2012-1.docx,Draft Statement to WATO members: Mtg Y+1 Cont. of WirelessMAN-Advanced toward Rec. ITU-R M.2012-1,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0405-00-Gcon-proposed-cont-to-itu-r-wp-5d-update-of-wirelessman-advanced-rit-of-rec-m-2012-meeting-y-1.docx,Proposed Cont. to ITU-R WP 5D-Update of WirelessMAN-Advanced RIT of Rec. M.2012 (Meeting Y+1),Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0402-01-Gdoc-ieee-p802-16-1b-d4-sponsor-ballot-comments.cmt,IEEE P802.16.1b/D4 Sponsor Ballot Comments,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0401-01-Gdoc-ieee-p802-16p-d5-sponsor-ballot-comments.cmt,IEEE P802.16p/D5 Sponsor Ballot Comments,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0403-00-Gdoc-agenda-minutes-802-16-m2m-comment-resolution-telecon-of-2012-06-25-utc.pdf,Agenda/Minutes: 802.16 M2M Comment Resolution Telecon of 2012-06-25 UTC,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0402-00-Gdoc-ieee-p802-16-1b-d4-sponsor-ballot-comments.cmt,IEEE P802.16.1b/D4 Sponsor Ballot Comments,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0401-00-Gdoc-ieee-p802-16p-d5-sponsor-ballot-comments.cmt,IEEE P802.16p/D5 Sponsor Ballot Comments,Roger Marks (IEEE 802.16 WG)
Harry Bims,"""Bims Laboratories""",https://mentor.ieee.org/802.16/dcn/12/16-12-0400-00-Gdoc-minutes-of-ieee-802-16-session-79.doc,Minutes of IEEE 802.16 Session #79,Harry Bims (Bims Laboratories)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0399-00-Gdoc-ieee-p802-16-1b-sponsor-ballot-recirculation-2-cover-letter.pdf,IEEE P802.16.1b Sponsor Ballot Recirculation #2: Cover Letter,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0398-00-Gdoc-ieee-p802-16p-sponsor-ballot-recirculation-2-cover-letter.pdf,IEEE P802.16p Sponsor Ballot Recirculation #2: Cover Letter,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0310-03-Gdoc-ieee-p802-16-1b-d3-sponsor-ballot-comments.zip,IEEE P802.16.1b/D3 Sponsor Ballot Comments,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0309-03-Gdoc-ieee-p802-16p-d4-sponsor-ballot-comments.zip,IEEE P802.16p/D4 Sponsor Ballot Comments,Roger Marks (IEEE 802.16 WG)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0294-03-010b-asn-1-code-for-mac-control-messages.docx,ASN.1 Code for MAC Control Messages,Jaesun Cha (ETRI)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0397-00-Shet-session-79-minutes-of-hetnet-study-group.doc,Session #79 Minutes of HetNet Study Group,Harry Bims (HetNet Study Group)
Harry Bims,"""Metrology Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0396-00-Smet-session-79-minutes-of-metrology-sg.doc,Session #79 Minutes of Metrology SG,Harry Bims (Metrology Study Group)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0379-03-Gdoc-call-for-contributions-for-802-16-metrology-sg.pdf,Call for Contributions for 802.16 Metrology SG,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0390-01-Gdoc-hetnet-sg-call-for-contributions-on-omni.pdf,HetNet SG Call for Contributions on OMNI,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0395-00-Gcon-par-and-five-criteria-for-p802-16-3-mobile-broadband-network-performance-measurements.docx,PAR and Five Criteria for P802.16.3 (Mobile Broadband Network Performance Measurements),Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0394-00-Gdoc-par-and-five-criteria-for-p802-16q-multi-tier-amendment.docx,PAR and Five Criteria for P802.16q (Multi-Tier Amendment),Roger Marks (IEEE 802.16 WG)
Roger Marks,"""Consensii LLC; WiMAX Forum""",https://mentor.ieee.org/802.16/dcn/12/16-12-0393-00-Gdoc-ieee-802-tutorial-heterogeneous-networking-among-the-ieee-802-family-proposal-for-an-omni-standard.pdf,IEEE 802 Tutorial: Heterogeneous Networking among the IEEE 802 Family- Proposal for an OMNI Standard,Roger Marks (Consensii LLC; WiMAX Forum)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0380-01-Gdoc-802-16-metrology-sg-closing-report-session-79.pptx,802.16 Metrology SG Closing Report - Session #79,Clif Barber (KDDI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0379-02-Gdoc-call-for-contributions-for-802-16-metrology-sg.docx,Call for Contributions for 802.16 Metrology SG,Clif Barber (KDDI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0379-01-Gdoc-call-for-contributions-for-802-16-metrology-sg.docx,Call for Contributions for 802.16 Metrology SG,Clif Barber (KDDI)
Tim Godfrey,"""GRIDMAN Task Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0386-01-Gdoc-gridman-closing-report-s79.pptx,GRIDMAN_Closing_report_s79,Tim Godfrey (GRIDMAN Task Group)
Jaesun Cha,"""M2M TG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0364-01-Gdoc-session-79-802-16-m2m-task-group-closing-report.ppt,Session #79 802.16 M2M Task Group Closing Report,Jaesun Cha (M2M TG)
Jaesun Cha,"""M2M TG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0310-02-Gdoc-ieee-p802-16-1b-d3-sponsor-ballot-comments.cmt,IEEE P802.16.1b/D3 Sponsor Ballot Comments,Jaesun Cha (M2M TG)
Jaesun Cha,"""M2M TG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0309-02-Gdoc-ieee-p802-16p-d4-sponsor-ballot-comments.cmt,IEEE P802.16p/D4 Sponsor Ballot Comments,Jaesun Cha (M2M TG)
Roger Marks,"""Project Planning Committee""",https://mentor.ieee.org/802.16/dcn/12/16-12-0384-02-Gdoc-project-planning-committee-report-and-minutes-session-79.ppt,Project Planning Committee Report and Minutes - Session #79,Roger Marks (Project Planning Committee)
Roger Marks,"""ITU-R Liaison Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0248-02-Gdoc-draft-contrib-to-wp-5d-toward-revision-11-of-rec-itu-m-1457.zip,Draft Contrib. to WP 5D toward Revision 11 of Rec. ITU- M.1457,Roger Marks (ITU-R Liaison Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0387-03-Shet-call-for-contributions-on-omni-for-hetnet-sg.docx,Call for Contributions on OMNI for HetNet SG,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0389-01-Gdoc-hetnet-sg-proposed-par-and-five-criteria-for-multi-tier-networks.docx,HetNet SG Proposed PAR and Five Criteria for Multi-Tier Networks,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0388-01-Shet-proposed-par-and-five-criteria-for-multi-tier-networks-project.docx,Proposed PAR and Five Criteria for Multi-Tier Networks project,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0392-00-Shet-draft-hetnet-study-group-closing-report-for-session-79.ppt,DRAFT HetNet Study Group Closing Report for Session #79,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0391-00-Gdoc-hetnet-sg-closing-report-for-session-79.ppt,HetNet SG Closing Report for Session #79,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0390-00-Gdoc-hetnet-sg-call-for-contributions-on-omni.docx,HetNet SG Call for Contributions on OMNI,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0389-00-Gdoc-hetnet-sg-proposed-par-and-five-criteria-for-multi-tier-networks.docx,HetNet SG Proposed PAR and Five Criteria for Multi-Tier Networks,Harry Bims (HetNet Study Group)
Clifton Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0372-02-Smet-metrology-sg-closing-report-session-79-draft.pptx,Metrology SG Closing Report - Session #79 - DRAFT,Clifton Barber (KDDI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0382-02-Smet-call-for-contributions-for-802-16-metrology-sg.docx,Call for Contributions for 802.16 Metrology SG,Clif Barber (KDDI)
Roger Marks,"""Consensii LLC; Mobile Pulse, Inc.""",https://mentor.ieee.org/802.16/dcn/12/16-12-0344-02-Smet-standardization-of-mobile-broadband-network-performance-measurements-proposed-five-criteria.doc,Standardization of Mobile Broadband Network Performance Measurements: Proposed Five Criteria,"Roger Marks (Consensii LLC; Mobile Pulse, Inc.)"
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0387-02-Shet-call-for-contributions-on-omni-for-hetnet-sg.docx,Call for Contributions on OMNI for HetNet SG,Harry Bims (HetNet Study Group)
Wooram Shin;Jaesun Cha;Anseok Lee;Eunkyung Kim;Kwangjae Lim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0353-01-Gcon-802-16-enhancements-to-support-direct-communications-for-proximity-based-applications.pdf,802.16 Enhancements to Support Direct Communications for Proximity-based Applications,"Wooram Shin, Jaesun Cha, Anseok Lee, Eunkyung Kim, Kwangjae Lim (ETRI)"
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0388-00-Shet-proposed-par-and-five-criteria-for-multi-tier-networks-project.docx,Proposed PAR and Five Criteria for Multi-Tier Networks project,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0387-01-Shet-call-for-contributions-on-omni-for-hetnet-sg.docx,Call for Contributions on OMNI for HetNet SG,Harry Bims (HetNet Study Group)
Harry Bims,"""HetNet Study Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0387-00-Shet-call-for-contributions-on-omni-for-hetnet-sg.docx,Call for Contributions on OMNI for HetNet SG,Harry Bims (HetNet Study Group)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0382-01-Smet-call-for-contributions-for-802-16-metrology-sg.docx,Call for Contributions for 802.16 Metrology SG,Clif Barber (KDDI)
Clifton Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0372-01-Smet-metrology-sg-closing-report-session-79-draft.pptx,Metrology SG Closing Report - Session #79 - DRAFT,Clifton Barber (KDDI)
Roger Marks,"""Project Planning Committee""",https://mentor.ieee.org/802.16/dcn/12/16-12-0384-01-Gdoc-project-planning-committee-report-and-minutes-session-79.ppt,Project Planning Committee Report and Minutes - Session #79,Roger Marks (Project Planning Committee)
Tim Godfrey,"""GRIDMAN Task Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0386-00-Gdoc-gridman-closing-report-s79.pptx,GRIDMAN_Closing_report_s79,Tim Godfrey (GRIDMAN Task Group)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0341-02-Gdoc-working-group-letter-ballot-recirc-38a-comments.cmt,Working Group Letter Ballot Recirc #38a Comments,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0340-02-Gdoc-working-group-letter-ballot-recirc-37a-comments.cmt,Working Group Letter Ballot Recirc #37a Comments,Roger Marks (IEEE 802.16 WG)
Tim Godfrey,"""GRIDMAN Task Group""",https://mentor.ieee.org/802.16/dcn/12/16-12-0385-00-Gdoc-minutes-of-gridman-tg-at-session-79-atlanta.doc,Minutes-of-GRIDMAN-TG-at-Session-#79-(Atlanta),Tim Godfrey (GRIDMAN Task Group)
Roger Marks,"""Project Planning Committee""",https://mentor.ieee.org/802.16/dcn/12/16-12-0384-00-Gdoc-project-planning-committee-report-and-minutes-session-79.ppt,Project Planning Committee Report and Minutes - Session #79,Roger Marks (Project Planning Committee)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0306-03-010a-comment-on-aai-rng-req-message-over-ieee-802-16-1a.pdf,Comment on AAI-RNG-REQ message over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0306-02-010a-comment-on-aai-rng-req-message-over-ieee-802-16-1a.pdf,Comment on AAI-RNG-REQ message over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0382-00-Smet-call-for-contributions-for-802-16-metrology-sg.docx,Call for Contributions for 802.16 Metrology SG,Clif Barber (KDDI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0380-00-Gdoc-802-16-metrology-sg-closing-report-session-79.pptx,802.16 Metrology SG Closing Report - Session #79,Clif Barber (KDDI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0379-00-Gdoc-call-for-contributions-for-802-16-metrology-sg.docx,Call for Contributions for 802.16 Metrology SG,Clif Barber (KDDI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0378-00-Gdoc-standardization-of-mobile-broadband-network-performance-measurements-proposed-five-criteria-stateme.doc,Standardization of Mobile Broadband Network Performance Measurements: Proposed Five Criteria Stateme,Clif Barber (KDDI)
Clif Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0377-00-Gdoc-standardization-of-mobile-broadband-network-performance-measurements-proposed-par.docx,Standardization of Mobile Broadband Network Performance Measurements: Proposed PAR,Clif Barber (KDDI)
Roger Marks,"""Consensii LLC; WiMAX Forum""",https://mentor.ieee.org/802.16/dcn/12/16-12-0352-01-Shet-open-mobile-network-interface-omni-layer-for-an-ieee-802-heterogeneous-network-call-for-contrib.docx,Open Mobile Network Interface (OMNI) Layer for an IEEE 802 Heterogeneous Network: Call for Contrib.,Roger Marks (Consensii LLC; WiMAX Forum)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0371-04-Shet-standardization-of-multi-tier-networks-proposed-par-and-five-criteria.docx,Standardization of Multi-tier Networks: Proposed PAR and Five Criteria,Jaesun Cha (ETRI)
Srikanth Sundaresan;Walter de Donato;Stephen Woodrow;Nick Feamster;Renata Teixeira;Sam Crawford;Antonio Pescape,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0373-01-Smet-broadband-internet-performance-a-view-from-the-gateway.pptx,Broadband Internet Performance: A View from the Gateway,"Srikanth Sundaresan, Walter de Donato, Stephen Woodrow, Nick Feamster, Renata Teixeira, Sam Crawford, Antonio Pescape"
Roger Marks,"""Consensii LLC; Mobile Pulse, Inc.""",https://mentor.ieee.org/802.16/dcn/12/16-12-0343-01-Smet-standardization-of-mobile-broadband-network-performance-measurements-proposed-par.docx,Standardization of Mobile Broadband Network Performance Measurements: Proposed PAR,"Roger Marks (Consensii LLC; Mobile Pulse, Inc.)"
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0371-03-Shet-standardization-of-multi-tier-networks-proposed-par-and-five-criteria.docx,Standardization of Multi-tier Networks: Proposed PAR and Five Criteria,Jaesun Cha (ETRI)
Anshuman Nigam,"""Samsung Electronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0296-01-010b-clarification-on-m2m-abnormal-power-down-reporting-in-idle-state.doc,clarification on M2M abnormal power down reporting in idle state,Anshuman Nigam (Samsung Electronics)
Anshuman Nigam,"""Samsung ELectronics""",https://mentor.ieee.org/802.16/dcn/12/16-12-0294-02-010b-asn-1-code-for-mac-control-messages.docx,ASN.1 Code for MAC Control Messages,Anshuman Nigam (Samsung ELectronics)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0374-01-000p-correction-of-ranging-purpose-indication-parameter.docx,Correction of Ranging Purpose Indication Parameter,Jaesun Cha (ETRI)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0374-00-000p-correction-of-ranging-purpose-indication-parameter.docx,Correction of Ranging Purpose Indication Parameter,Jaesun Cha (ETRI)
Srikanth Sundaresan;Walter de Donato;Stephen Woodrow;Nick Feamster;Renata Teixeira;Sam Crawford;Antonio Pescape,no company,https://mentor.ieee.org/802.16/dcn/12/16-12-0373-00-Smet-broadband-internet-performance-a-view-from-the-gateway.pptx,Broadband Internet Performance: A View from the Gateway,"Srikanth Sundaresan, Walter de Donato, Stephen Woodrow, Nick Feamster, Renata Teixeira, Sam Crawford, Antonio Pescape"
Clifton Barber,"""KDDI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0372-00-Smet-metrology-sg-closing-report-session-79-draft.pptx,Metrology SG Closing Report - Session #79 - DRAFT,Clifton Barber (KDDI)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0349-01-Gdoc-ieee-p802-16-1-d6-sponsor-ballot-recirc-3-comments.csv,IEEE P802.16.1/D6 Sponsor Ballot Recirc #3 Comments,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/12/16-12-0348-01-Gdoc-ieee-p802-16rev3-d6-sponsor-ballot-recirc-3-comments.csv,IEEE P802.16Rev3/D6 Sponsor Ballot Recirc #3 Comments,Roger Marks (IEEE 802.16 WG)
Roger Marks,"""Consensii LLC; WiMAX Forum""",https://mentor.ieee.org/802.16/dcn/12/16-12-0351-01-Shet-open-mobile-network-interface-omni-layer-for-an-ieee-802-hetnet-architecture-and-functionality.pdf,Open Mobile Network Interface (OMNI) Layer for an IEEE 802 HetNet: Architecture and Functionality,Roger Marks (Consensii LLC; WiMAX Forum)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0305-03-010a-clarification-on-table-of-mac-control-messages-over-ieee-802-16-1a.pdf,Clarification on Table of MAC control messages over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Eunkyung Kim,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0306-01-010a-comment-on-aai-rng-req-message-over-ieee-802-16-1a.pdf,Comment on AAI-RNG-REQ message over IEEE 802.16.1a,Eunkyung Kim (ETRI)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0371-02-Shet-standardization-of-multi-tier-networks-proposed-par-and-five-criteria.docx,Standardization of Multi-tier Networks: Proposed PAR and Five Criteria,Jaesun Cha (ETRI)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0371-01-Shet-standardization-of-multi-tier-networks-proposed-par-and-five-criteria.docx,Standardization of Multi-tier Networks: Proposed PAR and Five Criteria,Jaesun Cha (ETRI)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0371-00-Shet-standardization-of-multi-tier-networks-proposed-par-and-five-criteria.docx,Standardization of Multi-tier Networks: Proposed PAR and Five Criteria,Jaesun Cha (ETRI)
Anseok Lee,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0321-02-010a-clarification-on-aai-dsa-req-message-in-16-1a-network.doc,Clarification on AAI-DSA-REQ Message in 16.1a Network,Anseok Lee (ETRI)
Seokjoo Shin,"""Chosun University""",https://mentor.ieee.org/802.16/dcn/12/16-12-0334-01-010a-initial-ranging-for-priority-access-in-ieee-802-16-1a.docx,Initial ranging for priority access in IEEE 802.16.1a,Seokjoo Shin (Chosun University)
Anseok Lee,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0320-01-010a-clarification-on-alternative-path-in-16-1a-network.doc,Clarification on Alternative Path in 16.1a Network,Anseok Lee (ETRI)
Sungcheol Chang;Seokki Kim;Miyoung Yun;Won-Ik Kim;Hyun Lee;Kim Eunkyung Kim;Sungkyung Kim;Chulsik Yoon,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0324-01-010a-synchronization-of-transmission-time-on-dedicated-channel-in-talk-around-direct-communications.doc,Synchronization of transmission time on dedicated channel in talk-around direct communications,"Sungcheol Chang, Seokki Kim, Miyoung Yun, Won-Ik Kim, Hyun Lee, Kim Eunkyung Kim, Sungkyung Kim, Chulsik Yoon (ETRI)"
Sungcheol Chang;Seokki Kim;Miyoung Yun;Won-Ik Kim;Hyun Lee;Kim Eunkyung Kim;Sungkyung Kim;Chulsik Yoon,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0325-01-010a-message-confirm-indication-in-response-to-mac-control-message-in-talk-around-direct-communication.doc,Message Confirm Indication in response to MAC control message in talk-around direct communication,"Sungcheol Chang, Seokki Kim, Miyoung Yun, Won-Ik Kim, Hyun Lee, Kim Eunkyung Kim, Sungkyung Kim, Chulsik Yoon(ETRI)"
Wooram Shin;Eunkyung Kim;Anseok Lee;Jaesun Cha;Kwangjae Lim;Dongseung Kwon,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0337-02-010a-clarification-on-direct-communication-link-management-in-ieee-802-16-1a.docx,Clarification on Direct Communication Link Management in IEEE 802.16.1a,"Wooram Shin, Eunkyung Kim, Anseok Lee, Jaesun Cha, Kwangjae Lim, Dongseung Kwon (ETRI)"
Partha Kanuparthy,"""Georgia Institute of Technology""",https://mentor.ieee.org/802.16/dcn/12/16-12-0370-00-Smet-end-to-end-performance-diagnosis.pdf,End-to-end Performance Diagnosis,Partha Kanuparthy (Georgia Institute of Technology)
Jaesun Cha,"""ETRI""",https://mentor.ieee.org/802.16/dcn/12/16-12-0356-01-010b-clarification-of-conditions-for-parameters-included-in-mac-control-messages.docx,Clarification of Conditions for Parameters included in MAC Control Messages,Jaesun Cha (ETRI)
