11-Nov-2014 ET,2014,95,0,000q: P802.16q,IEEE P802.16q Sponsor Ballot Recirculation #1: Cover Letter,Roger Marks (IEEE 802.16 WG),19-Nov-2014 13:02:53 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0095-00-000q-ieee-p802-16q-sponsor-ballot-recirculation-1-cover-letter.pdf,https://mentor.ieee.org/802.16/documents?n=3
08-Nov-2014 ET,2014,84,1,Gdoc: Group Document,IEEE 802.16 Working Group Minutes of Session #94,Harry Bims (WG Secretary),08-Nov-2014 15:30:45 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0084-01-Gdoc-ieee-802-16-working-group-minutes-of-session-94.doc,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,48,2,Gdoc: Group Document,802.16 Project Activity Schedules,Roger Marks (IEEE 802.16 WG),06-Nov-2014 21:01:55 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0048-02-Gdoc-802-16-project-activity-schedules.pptx,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,94,1,Gdoc: Group Document,P802.16q to RevCom - Conditional Approval Request,Roger Marks (IEEE 802.16 WG),06-Nov-2014 20:37:27 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0094-01-Gdoc-p802-16q-to-revcom-conditional-approval-request.pdf,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,90,1,000q: P802.16q,P802.16q Closing Report for Session #94,Harry Bims (P802.16q Chair),06-Nov-2014 16:38:39 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0090-01-000q-p802-16q-closing-report-for-session-94.pptx,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,94,0,Gdoc: Group Document,P802.16q to RevCom - Conditional Approval Request,Roger Marks (IEEE 802.16 WG),06-Nov-2014 15:53:27 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0094-00-Gdoc-p802-16q-to-revcom-conditional-approval-request.ppt,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,93,1,000r: P802.16r,P802.16r Small Cell Backhaul Closing Report - Session #94,Ching-Tarng Hsieh (ITRI),06-Nov-2014 15:39:20 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0093-01-000r-p802-16r-small-cell-backhaul-closing-report-session-94.pptx,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,93,0,000r: P802.16r,P802.16r Small Cell Backhaul Closing Report - Session #94,Ching-Tarng Hsieh (ITRI),06-Nov-2014 14:37:56 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0093-00-000r-p802-16r-small-cell-backhaul-closing-report-session-94.pptx,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,92,0,Gcon: Group Contribution,Treasurer Report - November 2014,Tim Godfrey (EPRI),06-Nov-2014 12:16:44 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0092-00-Gcon-treasurer-report-november-2014.pptx,https://mentor.ieee.org/802.16/documents?n=3
06-Nov-2014 ET,2014,91,0,000q: P802.16q,IEEE P802.16q Project Minutes for Session #94,Harry Bims (P802.16q Chair),06-Nov-2014 09:11:05 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0091-00-000q-ieee-p802-16q-project-minutes-for-session-94.doc,https://mentor.ieee.org/802.16/documents?n=3
05-Nov-2014 ET,2014,46,1,03R0: P802.16.3,IEEE P802.16.3 Call for Contributions of 2014-06-19,Roger Marks (P802.16.3 Project),05-Nov-2014 10:26:34 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0046-01-03R0-ieee-p802-16-3-call-for-contributions-of-2014-06-19.pdf,https://mentor.ieee.org/802.16/documents?n=3
05-Nov-2014 ET,2014,90,0,000q: P802.16q,P802.16q Closing Report for Session #94,Harry Bims (P802.16q Chair),06-Nov-2014 09:05:32 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0090-00-000q-p802-16q-closing-report-for-session-94.pptx,https://mentor.ieee.org/802.16/documents?n=3
05-Nov-2014 ET,2014,89,0,000q: P802.16q,IEEE P802.16q/D3 Sponsor Ballot Comment Resolutions and ad hoc comments,harry Bims (P802.16q Chair),05-Nov-2014 11:45:56 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0089-00-000q-ieee-p802-16q-d3-sponsor-ballot-comment-resolutions-and-ad-hoc-comments.xlsx,https://mentor.ieee.org/802.16/documents?n=3
04-Nov-2014 ET,2014,88,0,Gdoc: Group Document,"Comments of 802.16 WG on Draft ""Coexistence Lessons Learned"" (802.19-14-0080-00)",Roger Marks (IEEE 802.16 WG),04-Nov-2014 12:46:30 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0088-00-Gdoc-comments-of-802-16-wg-on-draft-coexistence-lessons-learned-802-19-14-0080-00.pdf,https://mentor.ieee.org/802.16/documents?n=3
04-Nov-2014 ET,2014,87,0,Gdoc: Group Document,Comments of 802.16 WG on Draft P802c PAR,Roger Marks (IEEE 802.16 WG),04-Nov-2014 12:00:45 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0087-00-Gdoc-comments-of-802-16-wg-on-draft-p802c-par.pdf,https://mentor.ieee.org/802.16/documents?n=3
04-Nov-2014 ET,2014,86,1,Gcon: Group Contribution,Proposed Comments on 802c PAR,Roger Marks (EthAirNet Associates),04-Nov-2014 12:09:03 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0086-01-Gcon-proposed-comments-on-802c-par.pdf,https://mentor.ieee.org/802.16/documents?n=3
04-Nov-2014 ET,2014,86,0,Gcon: Group Contribution,Proposed Comments on 802c PAR,Roger Marks (EthAirNet Associates),04-Nov-2014 09:12:26 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0086-00-Gcon-proposed-comments-on-802c-par.pptx,https://mentor.ieee.org/802.16/documents?n=3
03-Nov-2014 ET,2014,85,0,Gdoc: Group Document,P802.16q Opening Report to Session #94,Harry Bims (P802.16q Chair),03-Nov-2014 13:59:30 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0085-00-Gdoc-p802-16q-opening-report-to-session-94.pptx,https://mentor.ieee.org/802.16/documents?n=3
03-Nov-2014 ET,2014,84,0,Gdoc: Group Document,IEEE 802.16 Working Group Minutes of Session #94,Harry Bims (WG Secretary),06-Nov-2014 16:39:44 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0084-00-Gdoc-ieee-802-16-working-group-minutes-of-session-94.doc,https://mentor.ieee.org/802.16/documents?n=3
03-Nov-2014 ET,2014,76,1,000r: P802.16r,Standardization of Mobile Wireless Small Cell Backhaul : Proposed draft PAR and CSD,Junhyeong Kim (ETRI),03-Nov-2014 10:48:25 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0076-01-000r-standardization-of-mobile-wireless-small-cell-backhaul-proposed-draft-par-and-csd.docx,https://mentor.ieee.org/802.16/documents?n=3
31-Oct-2014 ET,2014,83,0,Gdoc: Group Document,"IEEE 802.16 Status Report, Session #94",Roger Marks (IEEE 802.16 WG),31-Oct-2014 14:18:25 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0083-00-Gdoc-ieee-802-16-status-report-session-94.pdf,https://mentor.ieee.org/802.16/documents?n=3
31-Oct-2014 ET,2014,82,0,000q: P802.16q,Sponsor Ballot Comments and Reply Comments,Jaesun Cha (ETRI),31-Oct-2014 00:23:02 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0082-00-000q-sponsor-ballot-comments-and-reply-comments.xlsx,https://mentor.ieee.org/802.16/documents?n=4
26-Oct-2014 ET,2014,81,0,000q: P802.16q,Clarification of some TLVs defined to indicate neighbor SBSs,Jaesun Cha (ETRI),31-Oct-2014 00:22:10 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0081-00-000q-clarification-of-some-tlvs-defined-to-indicate-neighbor-sbss.docx,https://mentor.ieee.org/802.16/documents?n=4
23-Oct-2014 ET,2014,80,0,03R0: P802.16.3,Metrics integration in 802.16.3 architecture: proposals overview,A.Bovo (TEKCOMMS),23-Oct-2014 03:30:10 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0080-00-03R0-metrics-integration-in-802-16-3-architecture-proposals-overview.pptx,https://mentor.ieee.org/802.16/documents?n=4
21-Oct-2014 ET,2014,79,0,000q: P802.16q,IEEE P802.16q/D3 Sponsor Ballot Comments,Roger Marks (IEEE 802.16 WG),21-Oct-2014 13:19:27 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0079-00-000q-ieee-p802-16q-d3-sponsor-ballot-comments.xlsx,https://mentor.ieee.org/802.16/documents?n=4
16-Oct-2014 ET,2014,78,0,03R0: P802.16.3,IEEE 802.16.3 Architecture and Requirements for Mobile Broadband Network Performance Measurements,A.Bovo (TEKCOMMS),16-Oct-2014 04:37:02 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0078-00-03R0-ieee-802-16-3-architecture-and-requirements-for-mobile-broadband-network-performance-measurements.docx,https://mentor.ieee.org/802.16/documents?n=4
04-Oct-2014 ET,2014,76,0,000r: P802.16r,Standardization of Mobile Wireless Small Cell Backhaul : Proposed draft PAR and CSD,Junhyeong Kim (ETRI),04-Oct-2014 10:11:58 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0076-00-000r-standardization-of-mobile-wireless-small-cell-backhaul-proposed-draft-par-and-csd.docx,https://mentor.ieee.org/802.16/documents?n=4
17-Sep-2014 ET,2014,75,0,000r: P802.16r,Standardization of Mobile Wireless Small Cell Backhaul (SCB),Junhyeong Kim (ETRI),17-Sep-2014 06:12:42 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0075-00-000r-standardization-of-mobile-wireless-small-cell-backhaul-scb.pptx,https://mentor.ieee.org/802.16/documents?n=4
17-Sep-2014 ET,2014,74,0,000r: P802.16r,Standardization of Mobile Wireless Small Cell Backhaul (SCB) : Proposed draft PAR,Junhyeong Kim (ETRI),17-Sep-2014 06:05:16 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0074-00-000r-standardization-of-mobile-wireless-small-cell-backhaul-scb-proposed-draft-par.docx,https://mentor.ieee.org/802.16/documents?n=4
16-Sep-2014 ET,2014,73,0,Gcon: Group Contribution,Proposed LS to ITU-R WP 5D: Toward development of [IMT.HANDBOOK],Roger B. Marks (EthAirNet Associates),16-Sep-2014 12:45:58 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0073-00-Gcon-proposed-ls-to-itu-r-wp-5d-toward-development-of-imt-handbook.docx,https://mentor.ieee.org/802.16/documents?n=4
26-Aug-2014 ET,2014,70,2,000q: P802.16q,WG Letter Ballot Recirc #39a Comments,Roger Marks (IEEE 802.16 WG),26-Aug-2014 00:49:12 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0070-02-000q-wg-letter-ballot-recirc-39a-comments.cmt,https://mentor.ieee.org/802.16/documents?n=4
26-Aug-2014 ET,2014,69,1,000q: P802.16q,Operations for Network Topology Acquisition,Jaesun Cha (ETRI),26-Aug-2014 00:40:51 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0069-01-000q-operations-for-network-topology-acquisition.docx,https://mentor.ieee.org/802.16/documents?n=4
24-Aug-2014 ET,2014,70,1,000q: P802.16q,WG Letter Ballot Recirc #39a Comments,Roger Marks (IEEE 802.16 WG),24-Aug-2014 23:59:05 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0070-01-000q-wg-letter-ballot-recirc-39a-comments.cmt,https://mentor.ieee.org/802.16/documents?n=4
24-Aug-2014 ET,2014,72,0,000q: P802.16q,Reply comments on LB39a,Jaesun Cha (ETRI),24-Aug-2014 21:14:04 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0072-00-000q-reply-comments-on-lb39a.cmtr,https://mentor.ieee.org/802.16/documents?n=4
19-Aug-2014 ET,2014,71,0,000r: P802.16r,Considerations for Mobile Wireless SCB,Junhyeong Kim (ETRI),19-Aug-2014 05:03:43 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0071-00-000r-considerations-for-mobile-wireless-scb.pptx,https://mentor.ieee.org/802.16/documents?n=4
18-Aug-2014 ET,2014,70,0,000q: P802.16q,WG Letter Ballot Recirc #39a Comments,Roger Marks (IEEE 802.16 WG),18-Aug-2014 01:37:54 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0070-00-000q-wg-letter-ballot-recirc-39a-comments.cmt,https://mentor.ieee.org/802.16/documents?n=4
09-Aug-2014 ET,2014,69,0,000q: P802.16q,Operations for Network Topology Acquisition,Jaesun Cha (ETRI),09-Aug-2014 03:29:40 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0069-00-000q-operations-for-network-topology-acquisition.docx,https://mentor.ieee.org/802.16/documents?n=4
09-Aug-2014 ET,2014,68,0,000q: P802.16q,Usage of Recommended SBS information TLV,Jaesun Cha (ETRI),09-Aug-2014 03:29:22 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0068-00-000q-usage-of-recommended-sbs-information-tlv.docx,https://mentor.ieee.org/802.16/documents?n=4
05-Aug-2014 ET,2014,28,3,03R0: P802.16.3,Updated architecture with protocol details,Antonio Bovo (TEKCOMMS),05-Aug-2014 13:27:19 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0028-03-03R0-updated-architecture-with-protocol-details.docx,https://mentor.ieee.org/802.16/documents?n=4
31-Jul-2014 ET,2014,67,0,03R0: P802.16.3,Template form for change of P802.16.3 PAR,Roger Marks (EthAirNet Associates),31-Jul-2014 17:59:32 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0067-00-03R0-template-form-for-change-of-p802-16-3-par.pdf,https://mentor.ieee.org/802.16/documents?n=4
31-Jul-2014 ET,2014,28,2,03R0: P802.16.3,Updated architecture with protocol details,Antonio Bovo (TEKCOMMS),31-Jul-2014 11:35:26 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0028-02-03R0-updated-architecture-with-protocol-details.docx,https://mentor.ieee.org/802.16/documents?n=4
31-Jul-2014 ET,2014,39,2,03R0: P802.16.3,Discussion and Questions on IEEE 802.16-12-0682-03-03R0,"Reinhard Schrage, self",31-Jul-2014 09:36:12 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0039-02-03R0-discussion-and-questions-on-ieee-802-16-12-0682-03-03r0.docx,https://mentor.ieee.org/802.16/documents?n=4
19-Jul-2014 ET,2014,64,1,000r: P802.16r,IEEE P802.16r Call for Contributions toward Session #94,Ching-Tarng Hsieh (ITRI),19-Jul-2014 14:41:08 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0064-01-000r-ieee-p802-16r-call-for-contributions-toward-session-94.pdf,https://mentor.ieee.org/802.16/documents?n=4
18-Jul-2014 ET,2014,65,1,Gdoc: Group Document,P802.16q to Sponsor Ballot: Conditional Approval Request,Roger Marks (IEEE 802.16 WG),18-Jul-2014 18:45:43 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0065-01-Gdoc-p802-16q-to-sponsor-ballot-conditional-approval-request.pdf,https://mentor.ieee.org/802.16/documents?n=4
18-Jul-2014 ET,2014,48,1,Gdoc: Group Document,802.16 Project Activity Schedules,Roger Marks (IEEE 802.16 WG),18-Jul-2014 15:58:03 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0048-01-Gdoc-802-16-project-activity-schedules.pptx,https://mentor.ieee.org/802.16/documents?n=4
18-Jul-2014 ET,2014,66,0,Gdoc: Group Document,Report of Wireless SDN BoF Meeting of 2014-07-15,Roger Marks (EthAirNet Associates; ETRI),18-Jul-2014 14:28:10 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0066-00-Gdoc-report-of-wireless-sdn-bof-meeting-of-2014-07-15.pdf,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,65,0,Gdoc: Group Document,P802.16q to Sponsor Ballot: Conditional Approval Request,Roger Marks (IEEE 802.16 WG),17-Jul-2014 19:51:46 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0065-00-Gdoc-p802-16q-to-sponsor-ballot-conditional-approval-request.ppt,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,63,1,Gdoc: Group Document,P802.16q Closing Report for Session #92,Harry Bims (P802.16q Chair),17-Jul-2014 18:11:40 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0063-01-Gdoc-p802-16q-closing-report-for-session-92.ppt,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,64,0,000r: P802.16r,IEEE P802.16r Call for Contributions toward Session #94,Ching-Tarng Hsieh (ITRI),17-Jul-2014 16:16:04 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0064-00-000r-ieee-p802-16r-call-for-contributions-toward-session-94.docx,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,63,0,Gdoc: Group Document,P802.16q Closing Report for Session #92,Harry Bims (P802.16q Chair),17-Jul-2014 16:28:48 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0063-00-Gdoc-p802-16q-closing-report-for-session-92.ppt,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,42,4,000q: P802.16q,WG Letter Ballot #39 Comments,Roger Marks (IEEE 802.16 WG),17-Jul-2014 15:26:56 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0042-04-000q-wg-letter-ballot-39-comments.cmt,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,42,3,000q: P802.16q,WG Letter Ballot #39 Comments,Roger Marks (IEEE 802.16 WG),17-Jul-2014 14:41:47 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0042-03-000q-wg-letter-ballot-39-comments.cmt,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,62,0,Gcon: Group Contribution,802.24 Task Group Formation Support Motion,Tim Godfrey (EPRI),17-Jul-2014 12:27:26 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0062-00-Gcon-802-24-task-group-formation-support-motion.pptx,https://mentor.ieee.org/802.16/documents?n=4
17-Jul-2014 ET,2014,61,0,Gcon: Group Contribution,Treasurer Report - July 2014,Tim Godfrey (EPRI),17-Jul-2014 11:53:08 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0061-00-Gcon-treasurer-report-july-2014.pptx,https://mentor.ieee.org/802.16/documents?n=4
16-Jul-2014 ET,2014,47,2,000q: P802.16q,Small BS State Diagram,Jaesun Cha (ETRI),16-Jul-2014 23:15:25 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0047-02-000q-small-bs-state-diagram.docx,https://mentor.ieee.org/802.16/documents?n=4
16-Jul-2014 ET,2014,40,2,000q: P802.16q,Clarification of BS Power Management,Jaesun Cha (ETRI),16-Jul-2014 23:15:04 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0040-02-000q-clarification-of-bs-power-management.docx,https://mentor.ieee.org/802.16/documents?n=4
16-Jul-2014 ET,2014,47,1,000q: P802.16q,Small BS State Diagram,Jaesun Cha (ETRI),16-Jul-2014 22:10:52 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0047-01-000q-small-bs-state-diagram.docx,https://mentor.ieee.org/802.16/documents?n=4
16-Jul-2014 ET,2014,40,1,000q: P802.16q,Clarification of BS Power Management,Jaesun Cha (ETRI),16-Jul-2014 22:10:12 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0040-01-000q-clarification-of-bs-power-management.docx,https://mentor.ieee.org/802.16/documents?n=4
16-Jul-2014 ET,2014,38,2,Gcon: Group Contribution,Proposal to Consider Transfer of 802.16 Projects,Roger Marks (EthAirNet Associates),16-Jul-2014 13:58:36 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0038-02-Gcon-proposal-to-consider-transfer-of-802-16-projects.pptx,https://mentor.ieee.org/802.16/documents?n=4
16-Jul-2014 ET,2014,38,1,Gcon: Group Contribution,Proposal to Consider Transfer of 802.16 Projects,Roger Marks (EthAirNet Associates),16-Jul-2014 13:45:10 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0038-01-Gcon-proposal-to-consider-transfer-of-802-16-projects.pptx,https://mentor.ieee.org/802.16/documents?n=4
14-Jul-2014 ET,2014,60,0,000q: P802.16q,IEEE P802.16q Project Minutes for Session #92,Harry Bims (P802.16q Chair),18-Jul-2014 23:10:51 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0060-00-000q-ieee-p802-16q-project-minutes-for-session-92.doc,https://mentor.ieee.org/802.16/documents?n=4
14-Jul-2014 ET,2014,59,0,Gdoc: Group Document,IEEE 802.16 Working Group Minutes of Session #92,Harry Bims (WG Secretary),18-Jul-2014 22:55:53 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0059-00-Gdoc-ieee-802-16-working-group-minutes-of-session-92.doc,https://mentor.ieee.org/802.16/documents?n=4
14-Jul-2014 ET,2014,58,1,Gdoc: Group Document,P802.16q Opening Report to Session #92,Harry Bims (P802.16q Chair),14-Jul-2014 02:04:47 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0058-01-Gdoc-p802-16q-opening-report-to-session-92.pptx,https://mentor.ieee.org/802.16/documents?n=4
14-Jul-2014 ET,2014,58,0,Gdoc: Group Document,P802.16q Opening Report to Session #92,Harry Bims (P802.16q Chair),14-Jul-2014 01:49:04 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0058-00-Gdoc-p802-16q-opening-report-to-session-92.pptx,https://mentor.ieee.org/802.16/documents?n=4
10-Jul-2014 ET,2014,57,0,Gcon: Group Contribution,Proposed LS to ITU-R WP 5D: OOBE information for WirelessMAN-Advanced,Roger Marks (EthAirNet Associates),14-Jul-2014 03:30:44 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0057-00-Gcon-proposed-ls-to-itu-r-wp-5d-oobe-information-for-wirelessman-advanced.docx,https://mentor.ieee.org/802.16/documents?n=4
10-Jul-2014 ET,2014,56,0,WGLS: WG Liaison Statement,LS from ITU-R WP5D: Work Progress on development of Handbook on global trends in IMT,Roger Marks (IEEE 802.16 WG),10-Jul-2014 14:24:27 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0056-00-WGLS-ls-from-itu-r-wp5d-work-progress-on-development-of-handbook-on-global-trends-in-imt.zip,https://mentor.ieee.org/802.16/documents?n=4
10-Jul-2014 ET,2014,55,0,WGLS: WG Liaison Statement,LS from ITU-R WP5D: Architecture and Topology of IMT Networks,Roger Marks (IEEE 802.16 WG),10-Jul-2014 14:22:27 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0055-00-WGLS-ls-from-itu-r-wp5d-architecture-and-topology-of-imt-networks.zip,https://mentor.ieee.org/802.16/documents?n=4
10-Jul-2014 ET,2014,54,0,WGLS: WG Liaison Statement,"LS from ITU-R WP5D: Work plan, timeline, process and deliverables for the future development of IMT",Roger Marks (IEEE 802.16 WG),10-Jul-2014 14:20:15 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0054-00-WGLS-ls-from-itu-r-wp5d-work-plan-timeline-process-and-deliverables-for-the-future-development-of-imt.docx,https://mentor.ieee.org/802.16/documents?n=4
10-Jul-2014 ET,2014,53,0,WGLS: WG Liaison Statement,LS from ITU-R WP5D: Provision of transposition references and Certification C for Draft Rev. 12 of Rec. ITU-R M.1457,Roger Marks (IEEE 802.16 WG),10-Jul-2014 14:17:20 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0053-00-WGLS-ls-from-itu-r-wp5d-provision-of-transposition-references-and-certification-c-for-draft-rev-12-of-rec-itu-r-m-1457.zip,https://mentor.ieee.org/802.16/documents?n=4
10-Jul-2014 ET,2014,42,2,000q: P802.16q,WG Letter Ballot #39 Comments,Roger Marks (IEEE 802.16 WG),10-Jul-2014 00:45:39 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0042-02-000q-wg-letter-ballot-39-comments.cmt,https://mentor.ieee.org/802.16/documents?n=4
09-Jul-2014 ET,2014,52,0,Gdoc: Group Document,Working Group Officer Election Ballot,Roger Marks (IEEE 802.16 WG),09-Jul-2014 16:33:07 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0052-00-Gdoc-working-group-officer-election-ballot.pdf,https://mentor.ieee.org/802.16/documents?n=4
09-Jul-2014 ET,2014,51,0,Gdoc: Group Document,"IEEE 802.16 Status Report, Session #92",Roger Marks (IEEE 802.16 WG),10-Jul-2014 01:49:21 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0051-00-Gdoc-ieee-802-16-status-report-session-92.pdf,https://mentor.ieee.org/802.16/documents?n=4
09-Jul-2014 ET,2014,50,0,000q: P802.16q,Reply comments on WG Letter Ballot #39,Eunkyung Kim (ETRI),09-Jul-2014 00:21:53 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0050-00-000q-reply-comments-on-wg-letter-ballot-39.cmtr,https://mentor.ieee.org/802.16/documents?n=4
08-Jul-2014 ET,2014,49,0,000q: P802.16q,Reply comments on LB39,Jaesun Cha (ETRI),08-Jul-2014 22:22:02 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0049-00-000q-reply-comments-on-lb39.cmtr,https://mentor.ieee.org/802.16/documents?n=4
07-Jul-2014 ET,2014,48,0,Gdoc: Group Document,802.16 Project Activity Schedules,Roger Marks (IEEE 802.16 WG),07-Jul-2014 15:46:44 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0048-00-Gdoc-802-16-project-activity-schedules.pdf,https://mentor.ieee.org/802.16/documents?n=4
04-Jul-2014 ET,2014,47,0,000q: P802.16q,Small BS State Diagram,ETRI,08-Jul-2014 22:19:19 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0047-00-000q-small-bs-state-diagram.docx,https://mentor.ieee.org/802.16/documents?n=4
19-Jun-2014 ET,2014,45,1,03R0: P802.16.3,Proposed P802.16.3 Activity Schedule,Roger Marks (EthAirNet Associates),19-Jun-2014 17:54:16 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0045-01-03R0-proposed-p802-16-3-activity-schedule.pptx,https://mentor.ieee.org/802.16/documents?n=4
19-Jun-2014 ET,2014,46,0,03R0: P802.16.3,IEEE P802.16.3 Call for Contributions of 2014-06-19,Roger Marks (EthAirNet Associates),19-Jun-2014 17:53:00 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0046-00-03R0-ieee-p802-16-3-call-for-contributions-of-2014-06-19.docx,https://mentor.ieee.org/802.16/documents?n=4
18-Jun-2014 ET,2014,45,0,03R0: P802.16.3,Proposed P802.16.3 Activity Schedule,Roger Marks (EthAirNet Associates),18-Jun-2014 09:12:07 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0045-00-03R0-proposed-p802-16-3-activity-schedule.pptx,https://mentor.ieee.org/802.16/documents?n=4
11-Jun-2014 ET,2014,44,0,Gcon: Group Contribution,Proposed P802.16r Activity Schedule,Roger Marks (EthAirNet Associates),11-Jun-2014 13:46:32 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0044-00-Gcon-proposed-p802-16r-activity-schedule.pptx,https://mentor.ieee.org/802.16/documents?n=4
11-Jun-2014 ET,2014,43,0,WGLS: WG Liaison Statement,LS to ITU-R WP5D: Update of Section 5.6 toward Revision 12 of Recommendation ITU-R M.1457 (Meeting X+2B Notification) [ITU-R 5D/648],Roger Marks (IEEE 802.16 WG),11-Jun-2014 12:55:59 ET,https://mentor.ieee.org/802.16/dcn/14/16-14-0043-00-WGLS-ls-to-itu-r-wp5d-update-of-section-5-6-toward-revision-12-of-recommendation-itu-r-m-1457-meeting-x-2b-notification-itu-r-5d-648.docx,https://mentor.ieee.org/802.16/documents?n=4
